espacio_cultural_id,provincia_id,localidad_id,provincia,localidad,nombre,direccion,latitud,longitud,denominacion_especifica,fuente,descripcion,jurisdiccion _declaratoria,fecha_de_inauguracion,decreto_o_ley,numero_de_decreto_o_ley
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Asociación Italiana de Mutualidad e Instrucción Unione e Benevolenza,Tte. Gral. Juan Domingo Perón Nros. 1352/72,-34.60641667,-58.38577778,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,22/7/2014,Decreto,1163.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Automóvil ""El Justicialista""",s/d,-34.56283333,-58.45316667,Bien de interés histórico nacional,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,13/8/2015,Decreto,1673.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Avenida de Mayo,s/d,-34.60891667,-58.38,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,16/5/1997,Decreto,437.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Banco de la Nación Argentina - Casa Central,"Manzana entre Av Rivadavia y calles Reconquista, B Mitre y 25 de Mayo con entrada principal por Av Rivadavia 317/25/33",-34.60733333,-58.37144444,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,19/6/2002,Decreto,1055.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Banco de la Provincia de Buenos Aires - Casa Central,San Martín 133/37/41 esquina Bartolomé Mitre 451/57/65/67/69,-34.60636111,-58.37363889,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,9/12/2005,Decreto,1563.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Banco Hipotecario S.A. (ex Banco de Londres),Reconquista 101/105/135/151/157,-34.60647222,-58.37219444,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,2/12/1999,Decreto,1433.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Basílica ""Sagrado Corazón de Jesús""",Av. Vélez Sarsfield 1351,-34.65105556,-58.38936111,Bien de Interés Histórico Artístico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,25/3/2009,Ley,26482.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Basílica del Pilar,Junín 1898/1904,-34.58683333,-58.39211111,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/5/1942,Decreto,120412.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Benjamín Paz,Recoleta,-34.5875,-58.39338889,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,15/2/2007,Decreto,124.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bernardino Rivadavia,Plaza Once,-34.60969444,-58.40744444,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,31/1/1946,Decreto,3039.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bernardo Monteagudo,Recoleta,-34.587523,-58.39343,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,31/1/1946,Decreto,3039.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Biblioteca Americana y el Archivo Histórico del Museo Mitre,San Martín 336,-34.604,-58.37388889,Bien de interés histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,16/6/2010,Decreto,856.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bóveda que guarda los restos de Carlos Gardel,Cementerio de la Chacarita,-34.58925,-58.45925,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,12/12/2006,Decreto,1839.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cabildo de la Ciudad de Buenos Aires,Bolivar 65,-34.60872222,-58.37361111,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,30/5/1933,Ley,11688.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Caídos en la Revolución de 1890-L.N.Alem y H.Yrigoyen,Recoleta,-34.5875,-58.39338889,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/9/1960,Ley,15454.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Campo de Deportes del ""Buenos Aires Criket Club""",s/d,-34.57041667,-58.41225,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,14/5/1948,Decreto,14028.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Canónigo Diego Estanislao Zavaleta,Catedral de Buenos Aires,-34.60775,-58.37325,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,11/7/1946,Decreto,2236.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Canónigo José Eusebio de Aguero,Catedral de Buenos Aires,-34.60775,-58.37325,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,11/7/1946,Decreto,2236.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Canónigo Julián Segundo Aguero,Catedral de Buenos Aires,-34.60775,-58.37325,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,11/7/1946,Decreto,2236.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cap.de Marina Alejandro Murature,Recoleta,-34.5875,-58.39338889,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,12/6/1962,Decreto,5407.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Capilla de San Roque,Alsina y Defensa,-34.61033333,-58.37152778,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/5/1942,Decreto,120412.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Capilla del Cementerio Británico,s/d,-34.59033333,-58.46544444,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/4/2010,Decreto,525.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Carlos Pellegrini,Recoleta,-34.5875,-58.39338889,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,23/7/1964,Decreto,5485.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa Carabassa,Lafinur 2988,-34.58069444,-58.41463889,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,15/4/1999,Decreto,349.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa de Carlos Gardel,Jean Jaures 735,-34.60158333,-58.40794444,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,16/5/1997,Decreto,437.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa de Estudios para Artistas,Paraguay 894/900,-34.59769444,-58.37975,Bien de Interés Histórico Arquitectónico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,2/5/2008,Ley,26365.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa de Gobierno (Casa Rosada),Balcarce 50,-34.60825,-58.37041667,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/5/1942,Decreto,120412.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa de Gobierno (Casa Rosada) y la totalidad de las construcciones pertenecientes a la Aduana Nueva o Aduana Taylor y al Fuerte de Buenos Aires (AMPLIACIÓN DEL DECRETO 120.412/42),s/d,-34.60825,-58.37041667,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/7/2014,Decreto,1137.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Casa de Gobierno (Casa Rosada), el Museo de la Casa de Gobierno (denominado Museo del Bicentenario), la Plaza Colón y la Reja Federal.",s/d,-34.60825,-58.37041667,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/7/2014,Decreto,1137.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa de la Moneda,Defensa 628 y 646,-34.61519444,-58.37183333,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,4/9/1979,Decreto,2186.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa de las Academias Nacionales,"Avenida Alvear 1711, Rodriguez Peña 1926/30",-34.58886111,-58.38708333,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,16/8/2002,Decreto,1495.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa de Liniers,Venezuela 469,-34.61355556,-58.37277778,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/5/1942,Decreto,120412.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa de Mansilla,"Frente sobre Pasaje Juan Angel Golfarini y fachada posterior sobre Tres de Febrero, entre Olazábal y Blanco Encalada",-34.55661111,-58.45405556,Monumento Histórico Artístico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,7/9/2000,Ley,25317.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa de María Josefa Ezcurra de Ezcurra,Alsina 455/59,-34.61016667,-58.37283333,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,24/10/1997,Decreto,1110.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa del Cmte.Tomas Espora,Caseros Nº 2522/26,-34.63566667,-58.39777778,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,3/3/1961,Decreto,1690.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa del Dr. Baldomero Fernández Moreno,Francisco Bilbao 2384,-34.63491667,-58.45994444,Monumento Histórico Artístico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,14/8/1996,Ley,24678.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa del Dr. Bernardo Alberto Houssay,Viamonte 2790,-34.60083333,-58.40541667,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,15/4/1999,Decreto,349.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa del Gral. Miguel de Azcuénaga,Rivadavia 413,-34.60775,-58.37244444,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,30/5/1961,Decreto,4340.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa del Teatro,Avenida Santa Fe Nº 1235/39/43/45,-34.59544444,-58.38483333,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,13/8/2002,Decreto,1462.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa Marcó del Pont,General Artigas 206,-34.62733333,-58.46522222,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,22/7/1976,Decreto,1388.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa Nacional de la Cultura - sede de la Secretaría de Cultura de la Nación,"Avenida Alvear 1690, Rodriguez Peña 1881",-34.58925,-58.38697222,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,16/8/2002,Decreto,1495.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa natal del Gral. Antonio González Balcarce,Balcarce 151/61,-34.60941667,-58.37075,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,16/5/1997,Decreto,437.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa proyectada por el arquitecto Alejandro Virasoro,Agüero 2038/42,-34.58822222,-58.40247222,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,13/8/2002,Decreto,1462.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa que habitó Adolfo Alsina,Adolfo Alsina 1169/73,-34.61091667,-58.38291667,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,20/3/1979,Decreto,653.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa que habitó Domingo F.Sarmiento,Sarmiento 1253,-34.60511111,-58.38447222,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,13/5/1948,Decreto,13725.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa que habitó el Dr. Alfredo Palacios,Charcas 4741,-34.58105556,-58.42663889,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,26/10/1992,Ley,24169.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa que habitó el Gral. Bartolomé Mitre (Sede del Museo Mitre),San Martín 336,-34.604,-58.37388889,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/5/1942,Decreto,120412.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casa que habitó Ricardo Rojas,Charcas 2837,-34.59391667,-58.4065,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,29/5/1958,Ley,14437.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Casa y Capilla de Ejercicios Espirituales y Colegio Nuestra Señora de Belén (actual Academia Superior de Estudios Penitenciarios y Museo Penitenciario ""Antonio Ballvé""",Humberto I 378 - ( Servicio Penitenciario Federal : Av San Juan 369),-34.62163889,-58.37091667,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,26/5/1982,Decreto,1034.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Casal de Catalunya,"Chacabuco Nros. 855, 863, 869 y 875",-34.61805556,-58.37597222,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,22/7/2014,Decreto,1163.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Catedral Anglicana de San Juan Bautista,25 de Mayo 276/82,-34.60455556,-58.37105556,Monumento Histórico Artístico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,29/12/2000,Decreto,1296.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Catedral de la Ciudad de Buenos Aires,Rivadavia y San Martín,-34.60766667,-58.37338889,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/5/1942,Decreto,120412.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cecilia Grierson,Cementerio Británico,-34.59091667,-58.46488889,Sepulcro,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/4/2010,Decreto,525.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Cementerio de la Chacarita - Sector identificado como Sección 2, Manzana 9, Tablón 13.",s/d,-34.59011111,-58.45847222,Lugar Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,2/10/2007,Decreto,1289.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Centro Cultural General San Martín,Sarmiento 1551,-34.60525,-58.38841667,Bien de interés histórico-artístico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,21/6/2011,Decreto,837.0
9,2,2000010,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Centro Nacional de Alto Rendimiento Deportivo (CENARD),Av. Miguel B. Sánchez 1050,-34.54311111,-58.45588889,Monumento Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,2/10/2007,Decreto,1272.0
