Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,actualizacion
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Notario Roberto Mario Arata,Guido 1841,,C1119AAA,11.0,4804 7743,,,-34.589645,-58.390332,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Padre Cool,Junín 1223,,C1113AAI,11.0,4821 8146,,,-34.594167,-58.397069,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Del Teatro,Av. Santa Fe 1243,,C1059ABG,11.0,4811 7678,,,-34.595599,-58.384959,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comisión De Historia Y Museo De Odontología De La Asociación Odontológica Argentina,Junín 959,,C1113AAC,11.0,4961 6141,,,-34.597805,-58.397211,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Historia De La Cirugía Vicente Aníbal Risolía,Paraguay 2155,,C1121ABG,11.0,5950 9500 INT. 2104,,,-34.598038,-58.398271,Localización precisa,,DNPyM,,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Holocausto,Montevideo 919,,C1019ABS,11.0,4811 3588,informaciones@fmh.org.ar,,-34.5982,-58.3897,Localización precisa,,DNPyM,,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Forense De La Justicia Nacional Dr. Juan Bautista Bafico,Junín 760,,C1026ABP,11.0,4374 2035,,,-34.6003,-58.3972,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Taller Museo Gyula Kosice,Humahuaca 4662,,C1192ACP,11.0,4801 8615,,,-34.601011,-58.430613,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Batato Barea,"Tucumán 3054, dpto. 11",,C1189AAH,11.0,4962 2592,,,-34.601022,-58.40858,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Colegio  De La Salle De Ciencias Naturales Y Del Hombre,Riobamba 650,,C1025ABN,11.0,4374 6449,dirgral@delasalle.esc.edu.ar,,-34.6015,-58.3942,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Carlos Gardel,Jean Jaurés 735,,C1215ACM,11.0,4964 2015,,,-34.601615,-58.407894,Localización precisa,,DNPyM,Municipal,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Buque Museo Corbeta A.R.A. Uruguay,"Puerto Madero, dique 4",,1104,11.0,4314 1090,,www.ara.mil.ar,-34.6037,-58.3664,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Niños Abasto,"Av. Corrientes 3247, segundo nivel del Shopping Abasto",,C1193AAE,11.0,4861 2325,,,-34.603944,-58.411006,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mitre,San Martín 336,,C1004AAH,11.0,4394 7659,,,-34.604,-58.3738,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Mujer,Pasaje Rivarola 175,,C1015AAA,11.0,4383 9054,,,-34.606723,-58.385337,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mundial Del Tango De La Ademia Nacional,Rivadavia 830,,C1002AAT,11.0,4345 6967,,,-34.608244,-58.378263,Localización precisa,,DNPyM,,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Honorable Cámara De Diputados,Av. Rivadavia 1864,,C1033AAV,11.0,6310 7100 INT. 3633,,,-34.609307,-58.392925,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco - Sede Casa Fernández Blanco,Hipólito Irigoyen 1420,,C1089AAB,11.0,4326 3396,,,-34.610001,-58.386447,Localización precisa,,DNPyM,Gobierno de la Ciudad,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Parlamentario Senador Domingo Faustino Sarmiento,Hipólito Irigoyen 1702,,C1089AAH,11.0,4010 3020,dcampos@senado.gov.ar,www.senado.gov.ar,-34.6102,-58.3905,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Bicentenario,Av. Paseo Colón 100,,C1063ACN,11.0,4344 3802,,,-34.610515,-58.36945,Localización precisa,,DNPyM,,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Participativo Minero - Mumin,Avda. Diagonal Sur Julio A. Roca 651 p.b.,,C1067ABB,11.0,4349 4450,,,-34.610994,-58.375757,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Complejo Histórico Cultural Manzana De Las Luces,Perú 272,,C1067AAF,11.0,4342 9930,,,-34.611098,-58.374751,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico Juan Bautista Ambrosetti,Moreno 350,,C1091AAH,11.0,4331 7788,,,-34.6113,-58.3713,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Luz,Boyacá 1553,,C1416AAI,11.0,4582 1922,,,-34.611756,-58.467495,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Santo Domingo,Defensa 422 / Av. Belgrano s/n,,C1065AAH,11.0,4331 1668 INT. 102,,,-34.612779,-58.371804,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Fotografía Humberto F. Zappa,Avda. Paseo Colón 470,,C1063ACR,11.0,4331 9734,,,-34.6132,-58.3691,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Marcapasos Y Precursores De La Medicina Moderna,Catamarca 536,,C1231AAB,11.0,4931 2560,,,-34.616607,-58.405657,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Psicología Argentina Horacio Piñero,Av. Independencia 3065,,C1225AAM,11.0,4957 4348 INT. 116,,,-34.619677,-58.408732,Localización precisa,,DNPyM,,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Fundación Museo Del Automóvil De La Ciudad De Buenos Aires,Irigoyen 2265,,C1408CPU,11.0,4644 0828,,,-34.620794,-58.526163,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Moderno De La Ciudad De Buenos Aires,Avda. San Juan 350,,C1147AAO,11.0,4342 2970,,,-34.6218,-58.3705,Localización precisa,,DNPyM,Municipal,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Calcos Y Escultura Comparada Ernesto De La Cárcova,Avda. España 1701,,C1107CND,11.0,4361 4419,,,-34.624209,-58.345305,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Itinerante De Arte Contemporáneo Del Mercosur,av. Caseros 2739,,C1264AAH,11.0,4941 5478,,,-34.636359,-58.401144,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Memorias De San Juan Evangelista,Olavarría 486,,C1162ABJ,11.0,4302 2194,,,-34.636672,-58.359566,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Pasión Boquense,Brandsen 805,,C1161AAQ,11.0,4362 1100,,,-34.636675,-58.364741,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Corrales Viejos De Parque Patricios,Zavaleta 140,,C1437EYD,11.0,4308 0056,,,-34.638393,-58.403311,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Museo Maguncia. Museo Del Papel, Grabado Y Estampa",Av. Pedro de Mendoza 1855,,C1169AAC,11.0,4116 5550,,,-34.639321,-58.361646,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Bellas Artes Al Aire Libre Caminito,"Pasaje Caminito, entre Magallanes y Gral. Gregorio Aráoz de Lamadrid",,1427,11.0,4114 5736,,,-34.639337,-58.362798,Localización precisa,,DNPyM,Municipal,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencias Naturales De Especialidad Zoológica Médica,Av. Vélez Sársfield 563,,C1282AFF,11.0,4301 2888,,,-34.641309,-58.39018,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Balanza,California 2000,,C1289AAN,11.0,4303 0000,,,-34.647543,-58.376487,Localización precisa,,DNPyM,,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Taller-Museo José Pallarols Torrás,Defensa 1094,,C1065AAT,11.0,4361 7360,,,-34.6206,-58.3714,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico De Las Obras Misionales Pontificias,Medrano 735,,C1179AAM,11.0,4863 1357,,,-34.6015,-58.4207,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Anestesiología Y Biblioteca Histórica,Fragata Sarmiento 541,,C1405APC,11.0,4433 0023 INT. 108,museo@aaarba.org,,-34.6081,-58.3665,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Artes Plásticas Eduardo Sívori,Avda. Infanta Isabel 555,,C1425ABX,11.0,4778 3899,,,-34.5696,-58.4171,Localización precisa,,DNPyM,Municipal,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Regimiento Granaderos A Caballo Gral. San Martín,Luis María Campos 554,,C1426BOQ,11.0,4576 5666 INT. 211,,,-34.5715,-58.4345,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Inmigración,Avda. Antártida Argentina 1355,,C1104ACA,11.0,4317 0285,,,-34.584889,-58.372753,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencias Naturales Del Colegio San José,Bartolomé Mitre 2455,,C1029AAM,11.0,4951 4303,,,-34.608573,-58.401317,Localización precisa,,DNPyM,Privada,1918.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Buenos Aires Brigadier General Cornelio De Saavedra,Crisólogo Larralde 6309,,C1431AQG,11.0,4572 0746,,,-34.5688,-58.5075,Localización precisa,,DNPyM,Municipal,1925.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo S.E. Casa De La Moneda,Av. Antártida Argentina 2085,,C1104ACH,11.0,5776 3545,,,-34.581173,-58.374032,Localización precisa,,DNPyM,,1931.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Sarmiento,Juramento 2180,,C1428DNJ,11.0,4781 2989,,,-34.560825,-58.454546,Localización precisa,,DNPyM,Nacional,1942.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Nacional Del Cabildo De Buenos Aires Y De La Revolución De Mayo,Bolívar 65,,C1066AAA,11.0,4334 1782,,,-34.6086,-58.3735,Localización precisa,,DNPyM,Nacional,1943.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Armas De La Nación Tte. Gral. Pablo Riccheri,Av. Santa Fe 702-750,,C1059ABO,11.0,4311 1071 INT. 179,museo@circulumilitar.org,,-34.5958,-58.3769,Localización precisa,,DNPyM,Nacional,1944.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Popular José Hernández,Avda. del Libertador 2373,,C1425AAJ,11.0,4803 2384,,,-34.5803,-58.4049,Localización precisa,,DNPyM,Municipal,1952.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Yrurtia,O'Higgins 2390,,C1428AGL,11.0,5411 4781,,,-34.5571,-58.4553,Localización precisa,,DNPyM,Nacional,1953.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Serpentario,Avda. Vélez Sarsfield 563,,C1282AFF,11.0,4301 2888,adolab@anlis.gov.ar,,-34.6412,-58.3898,Localización precisa,,DNPyM,Nacional,1957.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Rosada,Hipólito Irigoyen 219,,C1086AAA,11.0,4344 3802,Museo@presidencia.gov.ar,,-34.6088,-58.3698,Localización precisa,,DNPyM,Nacional,1961.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Ricardo Rojas - Instituto De Investigaciones Literarias,Charcas 2837,,C1425BMG,11.0,4824 4039,casadericardorojas@hotmail.com,,-34.5939,-58.4065,Localización precisa,,DNPyM,Nacional,1962.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Del Grabado,Agüero 2502. Sede ubicada en el predio de la Biblioteca Nacional,,C1425EID,11.0,4802 3295,,,-34.584541,-58.397598,Localización precisa,,DNPyM,Nacional,1964.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Criollo De Los Corrales,Avda. de los Corrales 6476,,C1440BBN,11.0,4687 1949,,,-34.6626,-58.5002,Localización precisa,,DNPyM,Privada,1967.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Arte Oriental,Avda. del Libertador 1902,,C1425AAS,11.0,4801 5988,,,-34.582,-58.4015,Localización precisa,,DNPyM,Nacional,1970.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Ciudad,Defensa 219,,C1065AAC,11.0,4331 9855,,,-34.6104,-58.3721,Localización precisa,,DNPyM,Municipal,1972.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Monumento Antiguo Recinto Del Congreso Nacional,Balcarce 139,,C1064AAC,11.0,4331 5147,,,-34.6093,-58.3708,Localización precisa,,DNPyM,Nacional,1975.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Historia Del Traje,Chile 832,,C1098AAR,11.0,4343 8427,,,-34.6163,-58.3779,Localización precisa,,DNPyM,Nacional,1976.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo General Belgrano,Saráchaga 4906,,C1407EGP,11.0,4671 6464,,,-34.6332,-58.4944,Localización precisa,,DNPyM,Privada,1984.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Penitenciario Argentino Antonio Ballvé,Humberto 1° 378,,C1103ACH,11.0,4361 0917 INT. 107,,,-34.6244,-58.4511,Localización precisa,,DNPyM,Nacional,1984.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Cera,Dr. Enrique del Valle Iberlucea 1261,,C1160ABM,11.0,4301 1497,,,-34.6391,-58.362,Localización precisa,,DNPyM,Privada,1984.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Sacro María Antonia De San José - Santa Casa De Ejercicios Espirituales,Avda. Independencia 1190,,C1099AAY,11.0,4304 0984,,,-34.6177,-58.3828,Localización precisa,,DNPyM,Privada,1987.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Esculturas Luis Perlotti,Pujol 644,,C1405ALD,11.0,4431 2825,,,-34.615,-58.4482,Localización precisa,,DNPyM,Municipal,1994.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Patología De La Universidad De Buenos Aires,J.E.Uriburu 950,,C1114AAD,11.0,4508 3602,,,-34.597653,-58.39907,Localización precisa,,DNPyM,Nacional,1998.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Argentino Del Títere,Piedras 905,,C1070AAS,11.0,4304 4376,sarahbianchi@museoargdeltitere.com.ar,,-34.6186,-58.3773,Localización precisa,,DNPyM,Privada,2000.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Houssay De Historia De La Ciencia Y La Tecnología,Paraguay 2155,,C1121ABG,11.0,5950 9602 INT. 2104,,,-34.598317,-58.398223,Localización precisa,,DNPyM,Nacional,2001.0,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Taller Celia Chevalier,Irala 1162,,C1164ACB,11.0,4302 2337,,,-34.639254,-58.366314,Localización precisa,,DNPyM,Privada,2002.0,2017
